count,sentence
4,Cold Room No. [N]: Pulp temperature was recorded in the range of [N]°C to [N]°C for cargo destuffed from Container No. [CONTAINER NO.].
4,Cold Room No. [N]: Pulp temperature was recorded in the range of [N]°C to [N] for cargo destuffed from Container No. [CONTAINER NO.].
4,Packing date: June [N] (Noted from the label attached to the cartons)
4,The segregation was highly recommended for this shipment to be sold at market price. We suggested the consignee to mitigate the loss by segregating the cargo or selling “as is” in a secondary market at reduced price.
3,Container’s roof panel and under structure not sighted.
3,Please find below our second preliminary survey findings for the subject case:
3,"Accordingly, as per appointment given, we visited the consignees’ factory situated at Plot No. D-[N]/CH/[N]&[N], Village – Jolva, GIDC Dahej Industrial Estate, Dahej II, Taluka: Vagra, Bharuch, [N], Gujarat, India on [DATE], to independently conduct a survey on the aforesaid consignment."
3,"In view of the above, it appears that damage to the units / machines apprently caused due to severe knocks / jerks / jolts as a result of rough / improper handling during sea transit and/or during inland transit from Nhava Sheva CFS to consignees’ factory at Dahej, Gujarat, the distance which is approx. [N] kms."
3,"To further investigate the cause of damage, the consignees are advised to take up the matter with the shipper and submit photographs showing the stowage and securing condition of machines / units inside the container at the loading point."
3,"After completion of survey, the consignees’ representatives attending the survey advised us that the actual condition of damaged units will be known after repairs / replacements of the damaged parts, completion of installation, powering-on and trial run of the machines. The consignees’ representatives requested us to wait for some time."
3,"Packing: [N] Kg net, Fresh Apples packed in slotted cardboard trays, such [N] tray packed in a ventilated [N]-ply corrugated cardboard cartons. Internally a large polyethylene bag provided within the cartons. Top side covered with air- filled poly foam net sheet and poly bag."
3,Cargo was found packed to capacity.
3,"While destuffing the container, the boxes stuffed near by the front end portion, were found pressed / uneven inside the container at lower portion and leakage of pulp from boxes / cases were noted on the cardboard sheet placed on the floorboard."
3,The pulp temperature of Apple fruits was checked with the digital thermometer inside the boxes / cases at various locations (door end/middle portion & front end) inside the container whereby the range of temperature was noted as [N] to [N]°C (Photo No. [N] to [N]).
3,"During destuffing, we selected at random [N] boxes / Cases from various locations placed at the door, middle & front end of the container. Upon opening and on checking, Apple fruits packed inside the boxes / cases were found with mixture of sound /Bruised/ Mechanical Injured/ Shrinkage / fungused & Rotten condition at places to varying degrees"
3,The Pressure of the sound apple fruit was checked and found in the range of [N] LBS to [N] LBS.
3,The pressure of Bruised Apple fruit was found in the range of [N] LBS to [N] LBS.
3,"Upon cutting the sound Apple fruits, the pulp was found hard and white in colour."
3,"Upon cutting the Bruised Apple fruits, the pulp was found slightly soft and brownish in a bruised area."
3,"During the survey [N] boxes / Cases of Apple Fruits under [N] counts were segregated into [N] categories. Based on our survey findings, we can conclude that the Apple fruits were found with the following defects (Photo No. [N] to [N] & [N] to [N])."
3,The Asstt. Manager Permit Section Mumbai Port Trust
3,Issued without prejudice. Final report to follow.
3,COLD ROLLED GALVANISED STEEL COILS:
3,Total insured value of cargo is [AMOUNT].
3,"However, the precise stage of damage is not known due to lack of documentary evidence."
3,Condition Found during Survey: (Photo No. [N] to [N])
3,"Water and dry water marks found on the warehouse floor, at places."
3,Condition Found during Survey: (Photo No. [N] to [N]).
3,"The warehouse roof panels ventilation covers, gate shutters & side wall panels found broken at places and exposed condition."
3,The following personnel were present during the joint survey:
3,"[N]. Shipping documents (Policy, Invoice, Packing List, Bill of Lading etc)."
3,[N]. Notice of Loss letter and email to third parties
3,Marks & Nos noted from the label. (Photo No. [N])
3,Cargo description as per packing list:
3,The following personnel were present during the survey:
3,"On spot silver nitrate test was carried out on the water affected bags, and the salinity result was found “Negative”."
3,The consignees agreed with the above cause of damage.
3,The following persons attended the video conferencing survey:
3,"Joint Survey held at Jetty No. [N], Indira Dock, Mumbai Port, India on [DATE]:"
3,Unit / package was successfully loaded into On Deck No. [N] at Port side using [N] nos. ships cranes @ [N] tons each.
3,[N] nos. H beams welded at second cradle from aft.
3,"[N] bales’ outer kraft paper packing found in partly cut/torn with inner materials exposed. As far as could be seen, the cargo contents in these bales were in apparent good and sound condition."
3,Total cargo as per stowage plan: [N] bales ex [N] units. Total gross weight [N] MT.
3,Total quantity discharged from vessel holds: [N] bales ex [N] units. Total gross weight [N] MT.
3,"On [DATE], we conducted inspection of the following [N] port warehouses, where the subject cargo was planned to stored:"
3,"A total of [N] bales were found with the outer cover packing in cut/torn to various extents. As far as could be seen, the cargo contents within these bales were visibly in apparently sound condition."
3,A total [N] bales were found with the outer cover packing at top side with shoe / boot marks.
3,A total of [N] bales were found with the outer cover packing slightly covered with coal dust.
3,The vessel Master refused to accept or sign any letter of protest from us for the external discrepancies noted by us during our discharge survey.
3,"Daily Discharge Report - Stevedores (GPPL), APM Terminals."
3,On-board Discharge Report - Surveyors (Mas Marine)
3,"Vessel ""TSL ROSEMARY"" Voy. No. [N] arrived at end of sea passage (EOSP) on [DATE] @ [N]:[N] hours. Due to shipping congestion, the vessel berthing got delayed."
3,Port and Customs formalities completed at [N]:[N] hours on [DATE].
3,"[N] bales’ outer kraft paper packing found in partly cut/torn with inner materials exposed. As far as could be seen, the cargo contents in these bales s were in apparent good and sound condition."
3,The vessel completed discharging of the cargo at [N]:[N] HRS LT on [DATE].
3,The remaining [N] bales were discharged in apparent sound condition.
3,"Out of [N] spreaders with [N] ship's cranes, [N] spreaders were connected with [N] belts with ends eye hooks with each sling capacity [N] MT ([N] tons per spreader lift capacity) and remaining [N] spreaders were connected with [N] belts with each spreader @ each belt capacity [N] MT. (Total [N] tons per spreader lift capacity)."
3,Hatch covers were closed in the event of impending rain. The hatch covers were properly closed and battened down during periods of rain fall.
3,Description of Goods : Not found on the case.
3,Gross / Net Weight : Not found on the case
3,<initially shown damaged pitch bearings>
3,"We hereby Certify that in accordance with the loss intimation received vide email of [DATE] from the W K Webster (International) Pte Ltd, [N] Tampines Central [N] • #[N]-[N] Tampines Plaza [N] • Singapore [N]], we, the undersigned Marine Surveyors, did immediately communicate with parties concerned and undertook a survey on the following:"
3,Container was found in an externally sound condition except for some normal wear & tear.
3,Average pressure of the sound Apples was noted in the range of [N] LBS to [N] LBS.
3,"The Consignees’ representative,attending the survey, advised us that due to the above damages, they will have to sell the Apples on a discounted rates to their customers. We requested the Consignees to submit the final sales Invoice in due course of time."
3,"As per the consignees submitted sale, customs duty, cleariance and handling cost involved and the information to hand, the loss has been calculated and is presented without prejudice, as follows:"
3,"At the time of compiling this report, we have not been advised of any additional claimed costs."
3,Container landed at discharge port: [DATE]
3,Consignees’ Warehouse Delivery Date: [DATE]
3,We were provided with the downloads of the temperature recorders installed inside the subject container. Reference of the recorder was made in the transport documents. Examination of the printouts revealed the following:
3,There was a delay of [N] days in arrival of the vessel at discharged port at Nhava Sheva.
3,"The delay of [N] days occurred in transit, which in our opinion may have affected the shelf life of the Apples."
3,Photographs taken at the time of survey is embedded within the body of this report.
3,Notice of Loss emails and letter to carriers (Annexure A1 & A2)
3,The hatch coamings do not have compression bars.
3,Wheels on hatch panels were well greased and easily rotated.
3,"The rubber gaskets of hatch covers are pliable and in sound condition, as well as the retaining channels."
3,The ventilation system of the holds found functioning.
3,"Accordingly, as per appointment given, we visited consignees’ nominated cold storage - Prabhu Hira Ice & Cold Storage Ltd. situated at [N], MAFCO APMC Yard, Sector [N], Opposite, Sanpada Railway Station Road, Vashi, Navi Mumbai, Maharashtra [N], on [DATE], to conduct a joint survey on the aforesaid consignment."
3,"Thereafter [N] baskets were randomly selected from various stacks / different locations of the cold room and were opened for our detailed survey, when we found the Grapes inside the baskets with mixture of sound, soft & rotten condition in varying degrees (Photo Nos.[N] to [N])."
3,The average sugar lever of Grapes was checked and found in the range of [N] Brix to [N] Brix (Photo Nos.[N] to [N]).
3,Marks & Nos noted from the label pasted on the boxes: (Photo No. [N] & [N]).
3,"Based on our survey findings, upon segregation of Grapes from the [N] baskets, we can conclude that the Grapes were found with the following defects: (Photo Nos.[N] to [N])"
3,"The container was stuffed on around [DATE] and was loaded onto vessel - m/v'WANHAI [N]” Voy. No. W216 on [DATE], meaning that the total door to door trip until delivery at consignees’ cold room on [DATE], totals of [N] days."
3,"The fluctuation in temperature was recorded during the entire sea transit. Temperature found maintained around +[N] °C on a higher side during the entire voyage, instead of the actual set temperature +[N] °C, as per bill of lading."
3,Annexure A1 & A2 (Notice of Loss letter and email to third parties - Shipping Line)
3,Please find below our survey findings for the subject case:
3,"Upon proactively following up with the consignees for the sale results, the consignees submitted the sale details for our perusal. As per the consignees submitted sale, customs duty, clearance and handling cost involved and the information to hand, the loss has been calculated and is presented without prejudice, as follows:"
3,Less: Sale of cargo in discounted rates : [AMOUNT]
3,"Certified correct and issued without prejudice and subject to the terms, conditions and amount of the Policy of Insurance."
3,The sound market value for Grapes at the time of arrival of the cargo (landing date on [DATE]) is still awaited from the consignees.
3,"From information made available, we recommend that a provisional reserve of [AMOUNT].- maybe be placed against this loss. Actual loss amount will be known once the cargo is sold in discounted rates to the customers."
3,Information gathered from the receiver:
3,The pressure of the randomly selected Apples from the cartons were checked with the help of fruits pressure tester. The details noted are given below.
3,The container’s door and side wall panels were found in an apparently sound condition except for some normal wear & tear at places. Container’s date of manufacturing - [N].
3,The remaining [N] pallets destuffed in our presence were found in an apparently sound and intact.
3,"Upon checking the fruits inside the boxes, the details noted are as follows."
3,"The goods were packed on [DATE], [N] days prior to stuffing the container. Hence, the cargo was in a packed condition [N] days."
3,Average pressure of the sound apples was noted in the range of [N] LBS to [N] LBS.
3,Average pressure of the bruised apple was noted in the range of [N] LBS to [N] LBS.
3,Based on our survey findings and taking the above into consideration we can conclude as follows:
3,[N]. Notice of Loss letter and email to third parties (Shipping Line)
3,"The goods were packed on [DATE] about [N] days, prior to stuffing the container, whereby at the time of delivery of the cargo on [DATE], the cargo was in a packed condition for about maximum [N] days."
3,"Container’s wall panels, door panels & front panels were found apparently sound condition except for some normal wear and tear."
3,Water dripping marks were noted on container bottom railing.
3,Container’s inner wall panels and roof panels were found in dry condition.
3,Container’s ventilations were found closed using adhesive tapes.
3,Container’s floorboard was found in damp/moist condition.
3,The temperature & pressure of the randomly selected fruits from the boxes were checked with the help of Thermometer and Fruit Pressure Tester. The details noted are given below:
3,LETTER OF PROTEST & JOINT SURVEY INVITATION
3,"We therefore reserve the rights of cargo interest and cargo underwriters to refer to this matter at some later date and take any actions, or make any claim, as they may deem necessary."
3,Contact details to check the damaged cargo as follows:
3,We look forward to your comments. Thank you.
3,Equipment no. [N]-[N]-D Net weight: [N] kg; gross weight: [N] kg. Dimensions: 61250x7600x7816 (LxWxH - in mm).
3,"Shipper: Arcelormittal Nippon Steel India Ltd, Hazira, Gujarat, India."
3,[N] NOS. EX [N] NOS - GERENAL CONITION OF PRIME HOT DIPPED GALVANISED STEEL COILS:
3,A] Coils stowed at open yard and covered shed prior to loading.
3,B] All Coils enveloped in Galvanized covers. Condition of inner contents not known.
3,C] Outer packing on all coils covered with dust.
3,D] All coils found with minor gear handling marks on outer packing covers.
3,E] [N] Coils [N] or [N] strapping bands loose/broken/missing.
3,F] [N] Coils Inner / Outer Surface packing covers waved/dented/crimpled/torn at places.
3,G] [N] Coils outer winding surface stained by Oil spots in locations.
3,H] [N] Coils Inner / Outer edge protecting ring dented / bent at places.
3,"I] Quality, dimension, weight and value unknown. Said to be, said to weigh."
3,Surface of all Plates superficially rusty.
3,[N]. Loading commenced on [DATE] @ [N]:[N] hours in vessel hold no. [N].
3,"The container was stuffed on or around [DATE], about days, prior to loading onto m/v “MOL BENEFACTOR” Voy. 2113W, meaning that the total door to door trip until delivery on [DATE], totals [N] days."
3,"Upon cutting the sound apples, the pulp was found hard & white condition (Photo No. [N])."
3,"The consignees’ representative - Mr. Mohsin produced before us subject cargo ([N] cartons ex above [N] cartons) said to have been destuffed from the above mentioned container no.[CONTAINER NO.], and stored in the Cold Room No. [N] at various locations, under set temperature of [N]°C to [N]°C."
3,"Upon cutting the bruised apples, the pulp was found in hard form and also slightly soft and brownish at the pressed area in varying degrees (Photo No. [N] & [N])."
3,"Meanwhile, in case you require any additional documents / information / clarification, please feel free to email us. We shall keep you updated of further developments."
3,"Our survey was held on [DATE] at the consignees’ nominated cold storage Supreme Fresh (Fresh Fruit & Dry Fruit Hub), Plot No. C -[N], MIDC, Pawane, TTC Industrial Area, Navi Mumbaifor Container No. [CONTAINER NO.]."
3,"Due to restriction for entry inside the cold room at the cold storage (New Supreme Cold Storage) premises, we were not allowed to go inside the cold room areas."
3,"Due to restriction for entry inside the cold room at the cold storage (New Supreme Cold Storage) premises, we were not allowed to go inside the cold room areas"
3,The total overseas transit time from the moment of loading the container on board m/v
3,Our survey was held on [DATE] at the premises of consignees’ nominated cold storage a Navi Mumbai in our and in the presence of the following persons:
3,The sound market value at the time of arrival of the cargo (lading date on [DATE]) is still awaited from the consignees.
3,Average pressure of the sound apples was noted in the range of [N] LBS to [N] LBS (Photo No. [N] & [N]).
3,Average pressure of the Bruise apple was noted in the range of [N] LBS to [N] LBS (Photo No. [N] & [N]).
3,The average pressure of Bruised Apples was noted in the range of [N] LBS to [N] LBS.
3,The sound market value at the time of arrival of the cargo (landing date on [N] & [DATE]) is still awaited from the consignees.
3,"The consignees’ representative Mr. Mohsin Patel attending the survey, produced before us all the [N] boxes ex consignment stored inside the cold room no. [N]-C. The cold room temperature was found maintained in the range of [N]°C. (Photo No. [N] to [N])"
3,The pulp temperature of Apple fruits was checked with the digital thermometer inside the cartons and found in the range of [N]°C to [N]°C. (Photo No. [N] & [N])
3,"Container’s LHS & RHS, front and doors panels from inside were found in a bent/dented and with rubbing marks in varying degrees. Paints found peeled off."
3,"Container’s interior LHS, RHS & Front end panels were found with rubbing/scratched marks. Paints found peeled off."
3,Container’s RHS door 2nd locking bar handle found affixed with original seal no. PIL SG [N] and the same was found tallying with the seal no. mentioned on the Bill of Lading. Container Mfg. Date: [N].
3,"During our survey, we randomly selected [N] cartons from the available [N] cartons from the different location for our detailed inspection. Upon opening and on checking, the Kiwi fruits packed inside the cartons were found with mixture of sound, soft/ripen and in a rotten condition in varying degrees. (Photo No.[N] to [N])"
3,Average pressure of the sound Kiwi fruits was noted in the range of [N] LBS to [N] LBS. (Photo No.[N] & [N])
3,"Upon cutting the soft/ripen Kiwi’s, the pulp was found in soft and juicy in varying degrees with green in colour. (Photo No.[N])"
3,"Based on our survey findings, we can conclude that the Kiwi fruits were found with the following defects (Photo No.[N] to [N]):"
3,"Our survey was held on [DATE] at the consignees’ nominated cold storage (Prabhu Hira Agro Cold Storage LLP), situated at Unit No. [N], Plot No. [N] ([N] to [N]), of MAPMC, Sector [N], Vashi, Navi Mumbai [N], for Container No. [CONTAINER NO.]."
3,"The consignees’ representative - Mr. Mohsin produced before us [N] cartons said to have been destuffed from the above mentioned Container No. [CONTAINER NO.], and stored in the Cold Room No. [N]. The maintained room temperature is not known. (Photo No.[N] to [N])"
3,"During our survey, we randomly selected [N] cartons from the available [N] cartons from the different location for our detailed inspection. Upon opening and on checking, the Pear fruits packed inside the cartons were found with mixture of sound, yellowish and in a rotten condition in varying degrees. (Photo No.[N] to [N])"
3,Average pressure of the sound Pear fruits was noted in the range of [N] LBS to [N] LBS. (Photo No. [N] & [N])
3,"Upon cutting the yellowish Pears, the pulp was found in hard and slightly yellowish in colour. (Photo No.[N])"
3,"As per the , the requested temperature for this shipment of Apple fruits was -[N]."
3,"After manual sorting/ inspection, the following details were noted:"
3,A copy of weight slip is attached as Annexure B.
3,South Africa Green Mung Beans – Quantity: [N] bags ([N] Kgs)
3,50kg net mung beans packed in polywoven bags with mouth machine stitched. Such [N] bags loosely stuffed inside 20x20’ST containers.
3,Photographs taken during survey of [N] bags:
3,Photographs taken during survey of remaining bags destuffed from [N] containers:
3,Transhipment port/date: Containers not transshipped.
3,"As per temperature recordings, the average temperature maintained during transit for both the containers were in the range of [N]°C & [N]°C respectively."
3,"Upon opening the carton and checking, we found [N] items, the details noted are as follows:"
3,The temperature recorders were retrieved by the consignee during destuffing and the downloads of temperature recordings was provided to us.
3,Enclosed: Survey Photographs ([N] nos. zip folders).
3,"Upon cutting the sound Fresh Orange fruits, the pulp was found hard & yellowish in color. (Photo No. [N])"
3,"Upon cutting the Soft Fresh Orange fruits, the pulp was found slight soft, juicy & yellowish in color. (Photo No. [N])"
3,"The goods were packed on [DATE] around [N] days prior to stuffing the container, whereby at the time of delivery of the cargo on [DATE], the cargo was in a packed condition for about [N] days."
3,In view of the above it appears the Orange fruits have may got soft / rotten due to variation of temperature in transit.
3,"Extent of damage: To be ascertained, after final sale of cargo."
3,Will be ascertained after final sale of cargo and submission of sale invoice by the consignees.
3,"After opening of plastic trays and sorting/ inspection, considerable number of pieces were found soft & shirveled along with few pieces in fully shirveled/ rotten condition. (Photo No. [N] to [N])"
3,"After cutting the rotten Blueberry fruits, the pulp was found total juicy & blackish. (Photo No. [N])"
2,"[N] to [DATE] : Cargo discharged from vessel at Mumbai Port, India."
2,"A copy of Marine Note of Sea Protest, Deck Logbook & Photo sheet issued by the vessel is attached as Annexure B, C & D."
2,"The consignees’ representative - Mr. Sanjay Warale produced before us the balance [N] intact pallets ex above [N] pallets. [N] pallets detailed survey was conducted during our first survey visit. Upon checking, the details noted are as follows:"
2,Entire [N] pallets were found in similar condition as we found during our first survey visit.
2,"[N] pallets were randomly selected out of the [N] pallet for detailed survey, and the details noted are as follows:"
2,"During survey, while shifting the below mentioned [N] no. pallet collapsed. Hence, we checked the entire [N] bales as follows:"
