count,sentence
3,"Due to restriction for entry inside the cold room at the cold storage (New Supreme Cold Storage) premises, we were not allowed to go inside the cold room areas"
3,The total overseas transit time from the moment of loading the container on board m/v
3,Our survey was held on [DATE] at the premises of consignees’ nominated cold storage a Navi Mumbai in our and in the presence of the following persons:
3,The sound market value at the time of arrival of the cargo (lading date on [DATE]) is still awaited from the consignees.
3,The sound market value at the time of arrival of the cargo (landing date on [N] & [DATE]) is still awaited from the consignees.
3,"Container’s LHS & RHS, front and doors panels from inside were found in a bent/dented and with rubbing marks in varying degrees. Paints found peeled off."
3,"Container’s interior LHS, RHS & Front end panels were found with rubbing/scratched marks. Paints found peeled off."
3,Container’s RHS door 2nd locking bar handle found affixed with original seal no. PIL SG [N] and the same was found tallying with the seal no. mentioned on the Bill of Lading. Container Mfg. Date: [N].
3,"After manual sorting/ inspection, the following details were noted:"
3,A copy of weight slip is attached as Annexure B.
3,Photographs taken during survey of [N] bags:
3,Photographs taken during survey of remaining bags destuffed from [N] containers:
3,Transhipment port/date: Containers not transshipped.
3,"As per temperature recordings, the average temperature maintained during transit for both the containers were in the range of [N]°C & [N]°C respectively."
3,"Upon opening the carton and checking, we found [N] items, the details noted are as follows:"
3,The temperature recorders were retrieved by the consignee during destuffing and the downloads of temperature recordings was provided to us.
3,Enclosed: Survey Photographs ([N] nos. zip folders).
3,"The goods were packed on [DATE] around [N] days prior to stuffing the container, whereby at the time of delivery of the cargo on [DATE], the cargo was in a packed condition for about [N] days."
3,"Extent of damage: To be ascertained, after final sale of cargo."
3,Will be ascertained after final sale of cargo and submission of sale invoice by the consignees.
3,"After opening of plastic trays and sorting/ inspection, considerable number of pieces were found soft & shirveled along with few pieces in fully shirveled/ rotten condition. (Photo No. [N] to [N])"
2,"[N] to [DATE] : Cargo discharged from vessel at Mumbai Port, India."
2,"A copy of Marine Note of Sea Protest, Deck Logbook & Photo sheet issued by the vessel is attached as Annexure B, C & D."
2,Consignee's representative presented the intact cargo pallets for detailed joint survey.
2,Entire [N] pallets were found in similar condition as we found during our first survey visit.
2,"[N] pallets were randomly selected out of the [N] pallet for detailed survey, and the details noted are as follows:"
2,"During survey, while shifting the below mentioned [N] no. pallet collapsed. Hence, we checked the entire [N] bales as follows:"
45,Silver nitrate (AgNO3) chemical testing was carried out on representative affected steel surfaces to test for chlorides; the test yielded a negative reaction for seawater presence.
40,"Steel coils / plates were inspected inside the container / warehouse for transit lashing security, mechanical dents, edge scoring, and rust staining."
35,"Surface rust observed on the exposed coils was found to be fresh superficial atmospheric oxidation, with no signs of deep pitting or scale formation."
30,"Lashing, dunnage, and wooden choking arrangements were examined and found intact / displaced during maritime transit."
28,"Steel drums and intermediate bulk containers (IBCs) were inspected for chime dents, bung leakage, seam seepage, and ullage loss."
25,Chemical spill containment and safe decanting measures were recommended to prevent environmental hazard and cargo cross-contamination.
25,"Notice of Loss letters and emails were lodged with the carrier, port terminal, and attending third parties."
22,"Inspection of vehicle panels, bodywork, and crated automotive components revealed impact dents, paint scuffs, and transit handling abrasions. (Photo Nos. [N] to [N])."
20,"Vehicle lashing belts, wheel chocks, and transit securing gear were inspected for tension integrity and transit slippage."
20,Consignees were advised to obtain repair estimates from authorized service workshops for fair loss quantification.
18,Inspection of the cargo inside the vessel holds / container was carried out prior to discharge.
18,"Lifting gear, spreaders, and handling arrangements were inspected for cargo safety compliance."
15,Appropriate precautions and tarpaulin coverings were maintained to protect paper cargo during periods of rainfall.
15,Cargo segregation was carried out to separate sound packages from damaged units to minimize loss propagation.
15,Moisture testing and silver nitrate (AgNO3) chloride checks were performed on suspect wetting stains to determine water origin.
14,The consignees were advised to lodge timely notice of claim on carriers and proceed with salvage / reconditioning to mitigate loss.
